chemin_original,hash_sha256,taille_octets,categorie,date_deplacement
/Users/nathalie/Dropbox/____BIG_BOFF___/INTERAGENTS/_OLD/IAIAC3__chantier_20260120/cli.py,73d8077d155747d4474fd1ffeb33a03a6f8d2be5ef091dd73cbf7c746179e361,4319,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/INTERAGENTS/_OLD/APP__mirror_20260120/interagents/cli.py,73d8077d155747d4474fd1ffeb33a03a6f8d2be5ef091dd73cbf7c746179e361,4319,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/_INPUTS/EURKAI/FINAL1211/eurekai-cockpit/modules/views/viewManager.js,352d8efdd10a594a97e2bba77dd87de506f38973876e6f594d6588eca75090a4,10778,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/INTERAGENTS/TOOL/EURKAI_COCKPIT/eurkai_cockpit__BROKEN__20260113_034958/docs/STORAGE.md,fe8b7f3fc778af67851cd733d4302f43c5da8e88d481780bedddbca4387490c8,10646,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/INTERAGENTS/_OLD/APP__mirror_20260120/interagents/qa.py,08dc6ad162f1d432534a6d55351cbc5c00d407ebfc7e7939baf3a3731b607f4e,10641,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/DOCS copie/__LAYER 0__CORE ET MRG/__LAYER 0__FORMULAS.md,581637d4da035715fa11ddb2bd6a88ad6c44d12537c18331ed9e111e9f1ee447,6887,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/backup/DOCS/__LAYER 0__CORE ET MRG/__LAYER 0__FORMULAS.md,581637d4da035715fa11ddb2bd6a88ad6c44d12537c18331ed9e111e9f1ee447,6887,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/_INPUTS/EURKAI/FINAL1211/eurekai-cockpit/js/core/supertools.js,85df80403c57ec05320e5d5556d70748a6103a31b9fb2beef60d2c4b381752a4,10130,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/_INPUTS/EURKAI/FINAL1211/eurekai-cockpit/modules/creation/getCreate.js,32b1ec082c5dd599f56cf9bdfbe1256ca8530dc40aa3ff2239194dee9e2fc497,10107,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/.history/RESOURCES/WEB/RESSOURCES PYTHON/DIVERS/fbadvertising_20260201161147.py,3daddcd3b936617c389775e4e32bb40ba837e33341746741715985a31362892b,10000,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/backup/DOCS bck/__LAYER 2__RULE METHODES CENTRALES ET SUPERTOOLS/methods/_SUPERTOOL.md,b8989d1bd847bea0c5c254b941dffaee4688129c0d806a56c7444c8622d1314b,9951,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/STABILISATION/ZZCOCKPIT_v1/COCKPIT/gevr/parser.py,4255a8a4d6cb0f4bc0aa52980efac844b8ba752da0b3d7d8c48a767f765a9152,9682,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/DOCS/__LAYER 0__CORE ET MRG/LANGUAGE/__LAYER 0__SCHEMAS_CONFIG_OBJECTTYPES.md,27610303f74831962e90740fb3b84b17e47114de16fb3b2fbef17c6e3995fea4,3851,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/_INPUTS/EURKAI/FINAL1211/FINAL/Nouveau dossier contenant des éléments/DOCUMENTATION/__LAYER 0__SCHEMAS_CONFIG_OBJECTTYPES.md,27610303f74831962e90740fb3b84b17e47114de16fb3b2fbef17c6e3995fea4,3851,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/DOCS copie/__LAYER 0__CORE ET MRG/__LAYER 0__SCHEMAS_CONFIG_OBJECTTYPES.md,27610303f74831962e90740fb3b84b17e47114de16fb3b2fbef17c6e3995fea4,3851,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/backup/DOCS/__LAYER 0__CORE ET MRG/__LAYER 0__SCHEMAS_CONFIG_OBJECTTYPES.md,27610303f74831962e90740fb3b84b17e47114de16fb3b2fbef17c6e3995fea4,3851,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/backup/DOCS bck2/__LAYER 5__ENTITIES TEAMS AGENTS/-ENTITIES.md,b69030512ce98a166a29b66b55f98a68a152ea33de56cafde1f0c075e3cef940,9595,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/INTERAGENTS/TOOL/EURKAI_COCKPIT/eurkai_cockpit__BROKEN__20260113_034958/backend/models.py.bak_fix_configout_20260113_031933,d1dc32ed46b6c2b194d6bef9b555abcc47c05d5b2372a5a90584fb529a201125,9573,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/INTERAGENTS/TOOL/EURKAI_COCKPIT/eurkai_cockpit__BROKEN__20260113_034958/backend/models.py.bak_fix_projectout_20260113_022716,03fe42b9e1a77a0a4f8f8fdb3c68cc0663e71bba4850675f1a9a5a52a6478185,9544,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/CODE/VSCODE_EXTENSION/vscode-backup-extension/.history/src/extension_20241127145702.ts,145ca51b7e44ba77625cac2c6f771d5e7b1ac20e8bf7680bfba71bb617369129,4747,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/CODE/VSCODE_EXTENSION/vscode-backup-extension copie/.history/src/extension_20241127145009.ts,145ca51b7e44ba77625cac2c6f771d5e7b1ac20e8bf7680bfba71bb617369129,4747,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/CODE/VSCODE_EXTENSION/vscode-backup-extension copie/.history/src/extension_20241127145702.ts,145ca51b7e44ba77625cac2c6f771d5e7b1ac20e8bf7680bfba71bb617369129,4747,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/_INPUTS/EURKAI/FINAL1211/converters 2/eurekai_code_service_v2/eurekai_code_service/eurekai_audit/reporter.py,dd545ece20fdece574b0c7206de163e5a57e7a17757806a1281984a7911fc451,9428,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/STABILISATION/EURKAI_V2/src 2/scripts/convert/js_reporter.py,9ebffeaadc5934bda756b1cd4c55ceee0d3093082d4854542782538ded7419f0,9425,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/INTERAGENTS/TOOL/EURKAI_COCKPIT/eurkai_cockpit__BROKEN__20260113_034958/docs/SECRETS.md,10df41f0bd060290b5295b117b83c521c9ddcf7136967167efb617584b681c43,9374,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/CODE/inject_json_to_md.py,e7ba2dafd3a749b60b9c483c4a2fa425554a394e0151ff3a6c8cb04bb148eed4,9374,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/_INPUTS/EURKAI/OBJECT_FRACTAL_TOOL_FR/CHANTIER_B_ERK/erk_interpreter_B2/lexer.py,4b96c975a63fdf2a49608b676f5e65c20c6a92e9818aac01c7784ee88408b7bc,9297,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/_INPUTS/EURKAI/FINAL1211/FINAL/Nouveau dossier contenant des éléments/vector/formula.v.gev,b0341dda6484c99b4276a7372f89bf0f07e144bb8672c685534e9926f42b47d1,9180,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/INTERAGENTS/_OLD/APP__mirror_20260120/interagents/adapters.py,193dab897b1ecaa171ddf52a771d8ce215f66889e4b8d141fb2e9beb04ecc82a,6110,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/INTERAGENTS/_OLD/IAIAC3__chantier_20260120/interagents/adapters.py,193dab897b1ecaa171ddf52a771d8ce215f66889e4b8d141fb2e9beb04ecc82a,6110,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/CODE/universal_formulas_complete/vectors.json,cc35893645bd8eb60fee405cf06a91b553e0b6f4a326e3c2f27ab0bd7f2d4d12,9074,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/_INPUTS/EURKAI/FINAL1211/eurekai-cockpit/js/core/objects.js,561e1e5c310ef4bc72614f839870a1b6ccd08ff95b7be5978505b6ee40e670a1,8902,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/_INPUTS/EURKAI/FINAL1211/converters 2/eurekai_code_service_v2/eurekai_code_service/eurekai_audit/parser.py,9b7204dfe5eeca47cc1035a46fd509fd18f72b9dd52ef5796d3d2211866a0764,8881,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/STABILISATION/EURKAI_V2/src 2/scripts/convert/js_parser.py,80550b5cfe3ea949288f24d9b6bdee8218f791b51789396d17f0f4e7e0878109,8880,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/STABILISATION/EURKAI_V2/src 2/scripts/convert/erk_parser.py,ac8af032dc9f92611646b3e7e12743c529339456d9e9875a68154f1ebc012ca6,8800,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/CODE/FUNCTIONS/excel_like_formulas/src/operators/datetime_iso.py,e1b1949ad717d6ccf54193c8c9d198fded87c09e70a7547dcb2b30541bf608f3,8707,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/CODE/FUNCTIONS/excel_like_formulas/src/operators/dict_struct.py,a9ebbc73dfebec16b32bcaf783bcc0bd3fdc58289f2d1d53b6a86423432afe9d,8543,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/RESTART/.history/AIAgent_20260129101659.py,2d5a0563c90bc8030a80b06fb47588ce6358d2027f1a9d1772c77b10f7a8b055,8478,divers,2026-02-08 20:23:29
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/_INPUTS/EURKAI/FINAL1211/seed/object.s.gev,58a2e4899c350ae028bb618b00a9b2ad9c3167e2965d6179d9925c9fd0811341,3357,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/_INPUTS/EURKAI/FINAL1211/ERK_V2/GEV/object.s.gev,58a2e4899c350ae028bb618b00a9b2ad9c3167e2965d6179d9925c9fd0811341,3357,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/STABILISATION/EURKAI_V2/src/catalogs/object.s.gev,58a2e4899c350ae028bb618b00a9b2ad9c3167e2965d6179d9925c9fd0811341,3357,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/STABILISATION/EURKAI_V2/src 2/catalogs/object.s.gev,58a2e4899c350ae028bb618b00a9b2ad9c3167e2965d6179d9925c9fd0811341,3357,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/CODE/FUNCTIONS/excel_like_formulas/src/operators/list_table.py,218c41bffc4db0a3e6b04f57e68a8c20b057c977036ca599d84f36aead171fac,8367,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/INTERAGENTS/_OLD/APP__mirror_20260120/sandbox.py,1aefdf91cb949a2c4eada016d5646d5d041b782491a16c9b695e0cccc14c62d6,8234,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/CODE/FUNCTIONS/excel_like_formulas/src/operators/io_formats.py,6323125c8392caaad7cd92509a71c322d9fbf094c0478d82c0a8ee6db60d16a5,8221,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/SUBLYM_APP_PUB/dreams/claire_suite_20260130_202427/json/scenes.json,fd1912340455735f91cf52c066ef8824e297d0ecfc87d377db5768a0542b6708,5416,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/SUBLYM_APP_PUB/dreams/claire_suite_20260130_205527/json/scenes.json,fd1912340455735f91cf52c066ef8824e297d0ecfc87d377db5768a0542b6708,5416,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/INTERAGENTS/_OLD/APP__mirror_20260120/examples/qa_flow.md,c32a2765fd8bd1e4cb554b00a6d910478e905513d2d3927df9b0fc68a7ef6788,7960,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/INTERAGENTS/_OLD/APP__mirror_20260120/tests/test_adapters.py,5d09937a1460b106ae6a6a4bbcb63523e1e239f75666909295ae79baf0992c16,5234,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/INTERAGENTS/_OLD/IAIAC3__chantier_20260120/tests/test_adapters.py,5d09937a1460b106ae6a6a4bbcb63523e1e239f75666909295ae79baf0992c16,5234,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/_INPUTS/EURKAI/FINAL1211/ERK_V2/GEV/00_schema.s.gev,4939a7333a6bf1d7fd6a74a69e7edf131baf7f3f50feea29f8b2aa0c2e5bf307,3854,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/STABILISATION/EURKAI_V2/src/catalogs/00_schema.s.gev,4939a7333a6bf1d7fd6a74a69e7edf131baf7f3f50feea29f8b2aa0c2e5bf307,3854,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/STABILISATION/EURKAI_V2/src 2/catalogs/00_schema.s.gev,4939a7333a6bf1d7fd6a74a69e7edf131baf7f3f50feea29f8b2aa0c2e5bf307,3854,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/CODE/FUNCTIONS/excel_like_formulas/main.py,cebe18097551a81b5894f208241812d7396ec84da76ed1224507af6f9cb96550,7672,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/CODE/FUNCTIONS/excel_like_formulas/src/operators/text_regex.py,24bf80e7b97472783e54b23005deffb9b7c3bcf87b8bcc01b14055e577d92e25,7616,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/backup/DOCS/__LAYER 0__CORE ET MRG/__LAYER 0__NOMENCLATURE.md,d8f32c547a28ba9b82651ee9d1b9006d2bd95a79a0aeb2fe89fb7015927a458d,7599,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/CODE/VSCODE_EXTENSION/vscode-backup-extension copie/src/extension.ts,33779e3f96c23d05ee7c96d2fdb6232f0cb14f5a67fcdba3de9a2028884f45f2,5035,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/CODE/VSCODE_EXTENSION/vscode-backup-extension copie/.history/src/extension_20241128094712.ts,33779e3f96c23d05ee7c96d2fdb6232f0cb14f5a67fcdba3de9a2028884f45f2,5035,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/_INPUTS/EURKAI/FINAL1211/converters 2/eurekai_code_service_v2/eurekai_code_service/eurekai_convert/gen_python_client.py,b285e62e904c07c5ecd912e9c9e53853cc93f2cc6fd4315511203c7c5211856c,7535,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/STABILISATION/EURKAI_V2/src 2/scripts/convert/js_to_py_client.py,fe1c26ca64f862f6bcb79432d201f38eb72a93f1cf6bc5a8e0722937e1e7d620,7532,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/_INPUTS/EURKAI/OBJECT_FRACTAL_TOOL_FR/CHANTIER_B_ERK/erk_interpreter_B2/README_B2.md,15ece5c563361b75f8818cf1f3b7b0461506437bce9cd983524f12beaf5ab005,7488,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/CHANTIERS/CONSOLE PPCMPGCD/CHANTIER A — Le Cockpit Fractal (Structure + Édition + Console)/DOC_Object_Fractal_Tool_v3.md,e49d7df1473e2df718fb7193ec7d9b4d2d25d0c69798b2621a95ec7922b023fa,7477,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/CODE/VSCODE_EXTENSION/vscode-backup-extension/.history/src/extension_20241126210433.ts,351b1966c3db3764d646f75f3dced876c448d79044865646e6329e78feba551a,3731,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/CODE/VSCODE_EXTENSION/vscode-backup-extension copie/.history/src/extension_20241126205855.ts,351b1966c3db3764d646f75f3dced876c448d79044865646e6329e78feba551a,3731,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/CODE/VSCODE_EXTENSION/vscode-backup-extension copie/.history/src/extension_20241126210433.ts,351b1966c3db3764d646f75f3dced876c448d79044865646e6329e78feba551a,3731,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/CHANTIERS/CLASSER/_04_SCRIPTAUTOMATED/SCRIPT AUTOMATION/AUTO_FUNCTION_BUILDER_v1.0.0/LIVRAISON_FINALE.md,dce2e3b274a8f25d51a2b4eeee9c1e6fedcde5a08f0b19a3a5c46a1707a3b0e2,7449,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/INTERAGENTS/_OLD/APP__mirror_20260120/validator.py,0b34eaab62ef689ebb3c1dae04aa2464270c6c2dd3b6332e9da0164c50db31ba,7361,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/_INPUTS/EURKAI/FINAL1211/converters 2/eurekai_code_service_v2/eurekai_code_service/eurekai_convert/templates/client.py.j2,521923f226729a36b331f52696d5c02304065cf3bc021d5cc183915f8b5373ed,7352,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/STABILISATION/EURKAI_V2/src 2/scripts/convert/templates/client.py.j2,c494b63b557746bb2ee607b0368b6d656e7865ea0faac3ebcef5e2ce5000a13f,7351,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/INTERAGENTS/_OLD/APP__mirror_20260120/tests/test_orchestrator.py,e80b89c7a41c3b2425e3c9e5921647dce99b20a5ac9e632f3a55ad0f93b0720e,7321,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/INTERAGENTS/TOOL/EURKAI_COCKPIT/eurkai_cockpit__BROKEN__20260113_034958/backend/secrets/crypto.py,6b62ed8e7e748a4cc793bad8ebb63d303767798446181b742cdb4cc83b6a0eb4,7320,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/backup/DOCS bck/__LAYER 2__RULE METHODES CENTRALES ET SUPERTOOLS/methods/_CENTRALMETHOD.md,e11481fdf3ad37c8c7d7ecdb793f4fb323a4e28f48c6111eb2d09da72531f995,7287,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/backup/DOCS bck2/__LAYER 6__AGENCY DOMAIN OPTIMISATION AUTOMATION/_HOOK_EVENT_TRIGGER.md,5accc57a89e6b4e0f70e583336bb6ce311ba3f870e18393cfbd268f362b32a55,7249,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/INTERAGENTS/_OLD/APP__mirror_20260120/tests/test_models.py,1b4e4cc4c97845fc4d598701cdc2b8a40847d66582f459246ea32039c9711fb3,4814,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/INTERAGENTS/_OLD/IAIAC3__chantier_20260120/tests/test_models.py,1b4e4cc4c97845fc4d598701cdc2b8a40847d66582f459246ea32039c9711fb3,4814,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/CODE/inject_all_json.py,5ef9074faa618fbb334fc5707a5394828d67f36a10af00f25f0af6d1de849fc1,7087,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/STABILISATION/EURKAI_V2/src/catalogs/html.s.s.gev,2a64c97fe5165d4e6dd0e56be469ca0089c4e90b826fb3cdab43c0faf47ac1ee,4679,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/STABILISATION/EURKAI_V2/src 2/catalogs/html.s.s.gev,2a64c97fe5165d4e6dd0e56be469ca0089c4e90b826fb3cdab43c0faf47ac1ee,4679,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/CODE/FUNCTIONS/excel_like_formulas/src/operators/util.py,703dc055d01455d83d420decca1a8992981a65371655044cd34b2d4974bffba9,6833,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/INTERAGENTS/TOOL/EURKAI_COCKPIT/eurkai_cockpit__BROKEN__20260113_034958/docs/CLI.md,3c3d295fc47cc576fd6d10c6bf9e03075534f3ee0dd3d670aad25ae0718da01f,6803,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/CLAUDE/deploy/coming-soon/logo.svg,41473c535c7d890ca55bc65dc814f7e0687c698c2155202412f62da873560db3,6785,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/SUBLYM_APP_PUB/Avatars/Julien36/Julien/output/dreams/julien_i_want_to_see_myself_living_an_6f4196dc/json/validation_report.json,c49bd3ddf05787657c6528fe2b057c996f8de9fe7bf191425f9bf7ecc9aa742b,2712,avatars_sublym,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/SUBLYM_APP_PUB/Avatars/Julien36/Julien/output/dreams/julien_i_want_to_see_myself_living_an_9705c54d/json/validation_report.json,c49bd3ddf05787657c6528fe2b057c996f8de9fe7bf191425f9bf7ecc9aa742b,2712,avatars_sublym,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/SUBLYM_APP_PUB/Avatars/Julien36/Julien/output/dreams/julien_i_want_to_see_myself_living_an_d21aac45/json/validation_report.json,c49bd3ddf05787657c6528fe2b057c996f8de9fe7bf191425f9bf7ecc9aa742b,2712,avatars_sublym,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/SUBLYM_APP_PUB/Avatars/Julien36/Julien/output/dreams/julien_i_want_to_see_myself_living_an_d31e3dac/json/validation_report.json,c49bd3ddf05787657c6528fe2b057c996f8de9fe7bf191425f9bf7ecc9aa742b,2712,avatars_sublym,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/CHANTIERS/CLASSER/_04_SCRIPTAUTOMATED/SCRIPT AUTOMATION/AUTO_FUNCTION_BUILDER_v1.0.0/README.md,de3456fb9dcbaa6d1c1a310a53a9e0759a4f00b305d20b34b7ed227a35f27ebf,6764,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/INTERAGENTS/_OLD/APP__mirror_20260120/PROMPT_DICTIONARY.md,35ec482c0e3e673b90008bbbdda29d5f90162029d364ffcb48ba6a0c3d32d11e,6744,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/CODE/FUNCTIONS/excel_like_formulas/src/core/evaluator.py,3f99ffc58f246490ece9fbe3f8a4dcbc7ec0bead7fb8014ced087da39b7150af,6697,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/CODE/FUNCTIONS/excel_like_formulas/src/operators/numeric.py,96d0f2bd020551e982e48ec4ceca4e034c1fec9b849db9122191c420da0ea774,6639,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/_INPUTS/EURKAI/FINAL1211/converters 2/eurekai_code_service_v2/eurekai_code_service/eurekai_audit/analyzer.py,a7a84985220741e61b749716b96b2c82824216f0b1cca1c92cada6ce5f234353,6613,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/STABILISATION/EURKAI_V2/src 2/scripts/convert/js_analyzer.py,8ecfb6fd85fc12776ea369c7e85cee3ad478d5376ae7b475142a06948c3b3844,6612,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/CODE/FUNCTIONS/excel_like_formulas/README.md,eb399a00d50648fcc76fd660f73988c7b149e52c08e7f852fce5d95014be11dc,6348,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/DOCS copie/__LAYER 0__CORE ET MRG/__LAYER 0__DOC_CHARTE.md,4e4200cebd752408160fb419d0b75857177de0f154f9607b0eddd994dbb26cec,4226,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/PROJETS/PRO/EURKAI/RESOURCES/backup/DOCS/__LAYER 0__CORE ET MRG/__LAYER 0__DOC_CHARTE.md,4e4200cebd752408160fb419d0b75857177de0f154f9607b0eddd994dbb26cec,4226,divers,2026-02-08 20:23:30
/Users/nathalie/Dropbox/____BIG_BOFF___/INTERAGENTS/_OLD/APP__mirror_20260120/interagents/storage.py,7991bd65d006dd0487375cdd61c275efcce97b3c1e3817be853c7cd082ea59fe,4136,divers,2026-02-08 20:23:30
